Date,Time,IP Address,HTTP Method,Request,Status Code,Gender,Sport Viewed,Ad Displayed,Rating,Feedback,Session Duration (seconds),Continent,Country,Latitude,Longitude
2024-04-04,13:18:05,22.192.81.55,POST,/news,404,Male,Swimming,No,1,Average,4642,South America,Argentina,-38.4161,-63.6167
2024-04-20,02:10:42,208.204.95.249,GET,/gallery,304,Female,Swimming,Yes,5,Good,3993,Africa,Kenya,-0.0236,37.9062
2024-01-04,16:17:05,179.172.155.19,GET,/home,304,Male,Tennis,Yes,3,Excellent,3577,Asia,Iran,32.4279,53.688
2024-04-03,09:10:29,62.169.244.113,GET,/contact,304,Male,Boxing,No,2,Average,7431,South America,Peru,-9.19,-75.0152
2024-03-20,01:02:57,192.107.12.41,GET,/fanzone,304,Female,Tennis,No,1,Excellent,1822,Asia,China,35.8617,104.1954
2024-01-20,11:18:38,78.41.2.119,POST,/tickets,304,Female,Netball,Yes,3,Good,6571,South America,Ecuador,-1.8312,-78.1834
2023-12-27,03:13:54,44.208.166.169,PUT,/players,304,Female,Baseball,No,5,Excellent,4856,Africa,Algeria,28.0339,1.6596
2024-01-12,16:23:19,223.209.1.126,GET,/events,200,Male,Football,No,4,Poor,6523,Asia,Philippines,12.8797,121.774
2023-12-04,01:49:14,56.66.141.132,GET,/fanzone,304,Female,Baseball,Yes,3,Poor,11038,South America,Ecuador,-1.8312,-78.1834
2024-05-16,11:21:43,39.193.35.78,GET,/players,304,Male,Football,Yes,1,Good,5821,North America,Guatemala,15.7835,-90.2308
2024-01-18,21:23:27,91.197.197.157,PUT,/teams,304,Female,Boxing,Yes,1,Good,9737,South America,Uruguay,-32.5228,-55.7658
2024-01-15,02:09:15,131.171.164.124,PUT,/home,304,Male,Boxing,No,2,Poor,5699,Europe,Germany,51.1657,10.4515
2024-03-26,07:47:45,17.2.157.188,GET,/tickets,404,Female,Netball,No,5,Poor,680,North America,Canada,56.1304,-106.3468
2024-03-27,19:23:10,51.135.233.26,GET,/players,304,Female,Baseball,Yes,5,Average,1655,North America,Dominican Republic,18.7357,-70.1627
2024-04-07,20:27:09,83.232.99.19,PUT,/contact,404,Male,Football,No,1,Good,8876,Asia,Japan,36.2048,138.2529
2024-03-10,00:06:02,166.243.165.134,POST,/tickets,200,Male,Basketball,Yes,5,Excellent,1511,North America,Honduras,15.2,-86.2419
2024-02-19,00:48:56,39.40.32.188,GET,/home,304,Male,Tennis,Yes,2,Excellent,2334,Europe,France,46.6034,1.8883
2024-02-17,04:43:43,206.209.100.5,GET,/about,200,Male,Netball,Yes,3,Excellent,2063,Africa,Zimbabwe,-19.0154,29.1549
2024-04-21,01:54:58,167.149.79.88,PUT,/news,200,Female,Football,No,3,Average,10199,South America,Chile,-35.6751,-71.543
2023-12-17,15:44:46,21.133.248.223,PUT,/contact,304,Female,Swimming,No,4,Excellent,884,Asia,Vietnam,14.0583,108.2772
2024-04-02,11:30:55,9.223.22.212,POST,/teams,404,Female,Basketball,Yes,5,Poor,4046,Africa,Zimbabwe,-19.0154,29.1549
2024-03-08,12:35:32,18.213.4.116,GET,/gallery,404,Male,Boxing,No,5,Good,7085,Europe,Germany,51.1657,10.4515
2024-04-22,13:44:07,213.82.23.58,PUT,/fanzone,200,Female,Football,No,5,Average,5444,Africa,Botswana,-22.3285,24.6849
2024-01-17,12:55:06,156.151.162.250,GET,/shop,200,Male,Netball,No,5,Good,10111,Asia,Philippines,12.8797,121.774
2024-02-27,20:21:31,23.82.41.17,GET,/teams,304,Male,Basketball,Yes,2,Excellent,7172,Africa,Zimbabwe,-19.0154,29.1549
2024-03-28,23:35:04,153.146.144.110,GET,/fixtures,200,Female,Baseball,Yes,2,Excellent,3454,Asia,Philippines,12.8797,121.774
2024-02-11,19:50:00,31.122.155.226,POST,/teams,200,Male,Tennis,No,2,Average,6730,Africa,Botswana,-22.3285,24.6849
2024-03-28,18:13:48,23.128.240.31,POST,/fanzone,304,Female,Baseball,No,4,Good,6729,Europe,United Kingdom,55.3781,-3.436
2023-12-04,15:03:07,176.57.169.212,POST,/fixtures,304,Male,Football,No,2,Average,716,North America,Mexico,23.6345,-102.5528
2024-01-09,04:25:40,183.1.247.227,GET,/about,304,Female,Swimming,Yes,1,Excellent,4910,Asia,Pakistan,30.3753,69.3451
2024-03-17,12:48:58,38.134.73.66,POST,/events,404,Male,Basketball,No,2,Excellent,2085,Africa,Zimbabwe,-19.0154,29.1549
2024-03-12,12:57:32,210.129.40.230,GET,/players,304,Male,Boxing,No,3,Good,11277,Europe,France,46.6034,1.8883
2023-12-24,20:58:28,205.77.183.143,POST,/about,304,Male,Basketball,Yes,4,Good,971,Africa,South Africa,-30.5595,22.9375
2024-05-11,00:44:20,137.50.98.233,GET,/players,200,Female,Boxing,Yes,1,Average,9932,North America,Jamaica,18.1096,-77.2975
2024-03-19,22:51:55,191.174.73.245,PUT,/events,200,Male,Basketball,Yes,3,Poor,6593,Africa,Tanzania,-6.369,34.8888
2024-01-15,18:14:51,147.253.50.112,POST,/shop,304,Female,Netball,Yes,4,Average,939,South America,Paraguay,-23.4425,-58.4438
2024-04-21,12:38:25,116.177.234.6,GET,/events,304,Female,Netball,Yes,2,Average,4337,South America,Bolivia,-16.2902,-63.5887
2024-03-07,08:09:43,20.122.175.89,PUT,/gallery,304,Female,Baseball,No,5,Good,1806,South America,Peru,-9.19,-75.0152
2024-01-30,12:34:24,123.102.246.214,POST,/contact,304,Female,Swimming,Yes,5,Poor,4993,North America,United States,37.0902,-95.7129
2023-12-30,11:33:35,7.14.83.103,PUT,/tickets,304,Female,Swimming,Yes,3,Poor,8201,South America,Bolivia,-16.2902,-63.5887
2024-01-21,08:24:45,112.48.115.34,POST,/fixtures,304,Female,Netball,No,2,Average,11259,Asia,China,35.8617,104.1954
2024-04-24,09:17:28,221.169.159.245,POST,/fixtures,404,Female,Netball,Yes,4,Good,5581,Africa,Botswana,-22.3285,24.6849
2023-12-04,16:32:34,220.179.163.29,PUT,/fixtures,200,Female,Football,Yes,2,Excellent,5458,Europe,United Kingdom,55.3781,-3.436
2023-11-20,15:26:52,79.145.244.3,POST,/teams,404,Male,Boxing,No,3,Average,8423,Asia,Japan,36.2048,138.2529
2023-11-21,21:42:19,178.87.139.220,PUT,/shop,404,Female,Baseball,Yes,2,Excellent,4901,Europe,Netherlands,52.1326,5.2913
2024-03-20,17:21:18,24.214.48.123,GET,/about,200,Male,Basketball,Yes,4,Good,2055,Asia,Pakistan,30.3753,69.3451
2023-11-23,00:40:24,189.123.142.98,PUT,/contact,200,Male,Tennis,No,3,Good,8469,Europe,Italy,41.8719,12.5674
2024-03-20,22:26:51,72.48.216.72,PUT,/about,304,Male,Swimming,Yes,5,Excellent,1884,Europe,United Kingdom,55.3781,-3.436
2023-12-24,14:30:53,188.3.185.125,GET,/fixtures,200,Male,Tennis,Yes,3,Good,10570,North America,Dominican Republic,18.7357,-70.1627
2024-04-05,07:53:48,87.233.113.0,POST,/news,200,Female,Swimming,Yes,2,Average,9239,Africa,Botswana,-22.3285,24.6849
2024-02-18,02:42:50,201.163.122.188,GET,/players,404,Male,Baseball,Yes,2,Poor,7542,Africa,Ghana,7.9465,-1.0232
2024-04-13,19:49:52,167.115.42.128,PUT,/tickets,200,Male,Baseball,Yes,5,Average,3635,Asia,Pakistan,30.3753,69.3451
2024-03-16,02:44:31,124.187.241.74,GET,/fixtures,200,Male,Netball,Yes,2,Good,1933,South America,Peru,-9.19,-75.0152
2024-03-24,16:26:00,44.94.88.74,POST,/fixtures,404,Male,Football,No,5,Excellent,7237,Asia,India,20.5937,78.9629
2024-04-25,16:26:06,33.37.2.91,GET,/news,404,Female,Baseball,No,1,Poor,2444,North America,Jamaica,18.1096,-77.2975
2024-03-07,04:44:56,133.243.69.179,PUT,/fixtures,200,Male,Netball,Yes,3,Average,3268,Europe,Spain,40.4637,-3.7492
2024-04-09,19:51:10,66.235.113.219,GET,/tickets,304,Male,Boxing,No,4,Poor,7354,Europe,Italy,41.8719,12.5674
2024-03-19,11:03:37,218.151.194.164,PUT,/fixtures,304,Female,Basketball,Yes,1,Good,2085,Africa,South Africa,-30.5595,22.9375
2024-05-16,06:56:06,218.10.31.153,PUT,/teams,404,Male,Swimming,No,3,Average,979,South America,Argentina,-38.4161,-63.6167
2023-11-25,09:16:56,4.157.107.210,GET,/home,304,Male,Baseball,No,4,Excellent,2408,South America,Argentina,-38.4161,-63.6167
2023-12-02,07:20:17,2.205.148.29,POST,/about,304,Male,Swimming,No,5,Average,4799,Africa,Morocco,31.7917,7.0926
2024-01-29,12:08:04,80.183.99.131,GET,/players,404,Male,Football,Yes,2,Good,7283,North America,Jamaica,18.1096,-77.2975
2023-11-21,02:03:40,206.76.250.172,PUT,/news,404,Male,Tennis,No,2,Excellent,3084,Europe,Poland,51.9194,19.1451
2024-02-14,09:37:24,143.16.80.19,PUT,/shop,304,Male,Baseball,No,4,Good,4797,Asia,Turkey,38.9637,35.2433
2024-03-09,10:38:43,174.191.217.195,POST,/home,404,Male,Football,No,5,Excellent,825,Europe,France,46.6034,1.8883
2024-04-16,13:04:58,19.228.94.80,GET,/news,200,Male,Basketball,No,4,Good,1584,Africa,Kenya,-0.0236,37.9062
2024-03-30,21:00:57,101.252.2.21,POST,/players,200,Female,Baseball,No,1,Excellent,5304,Asia,Philippines,12.8797,121.774
2024-05-06,18:11:26,172.33.243.101,PUT,/news,200,Male,Football,No,3,Poor,1943,Asia,Turkey,38.9637,35.2433
2024-03-01,01:24:04,179.252.217.42,PUT,/tickets,304,Male,Boxing,Yes,5,Excellent,8852,Europe,Poland,51.9194,19.1451
2023-12-02,16:10:15,100.154.160.164,GET,/about,304,Female,Football,No,5,Excellent,6154,Asia,Bangladesh,23.685,90.3563
2024-03-24,09:49:47,12.153.68.123,PUT,/gallery,200,Female,Football,No,5,Average,11139,South America,Uruguay,-32.5228,-55.7658
2024-03-10,20:44:14,192.226.67.84,GET,/gallery,304,Female,Tennis,Yes,1,Poor,7639,North America,Costa Rica,9.7489,-83.7534
2024-02-13,03:04:05,201.237.101.149,PUT,/events,200,Female,Tennis,Yes,4,Good,909,Africa,Morocco,31.7917,7.0926
2023-12-23,04:24:28,157.93.249.50,POST,/home,304,Male,Boxing,Yes,5,Average,11079,Europe,Poland,51.9194,19.1451
2024-04-05,12:08:06,27.147.197.115,GET,/gallery,304,Female,Tennis,Yes,3,Good,9092,Asia,Philippines,12.8797,121.774
2024-02-25,16:44:04,185.32.226.103,PUT,/contact,404,Male,Football,No,1,Poor,8411,Europe,Italy,41.8719,12.5674
2024-04-01,18:49:48,174.17.41.66,POST,/about,304,Female,Football,No,3,Excellent,6398,South America,Bolivia,-16.2902,-63.5887
2024-01-19,19:47:34,107.235.208.130,POST,/fixtures,200,Male,Football,No,2,Poor,2181,Europe,Italy,41.8719,12.5674
2024-01-26,20:16:53,34.107.68.34,GET,/teams,200,Female,Boxing,Yes,5,Poor,10262,Africa,South Africa,-30.5595,22.9375
2024-05-06,10:08:35,66.192.133.62,POST,/home,304,Female,Football,Yes,2,Excellent,10386,Asia,Iran,32.4279,53.688
2024-03-31,11:43:08,183.59.35.114,PUT,/players,304,Female,Boxing,No,2,Average,3495,Africa,Zimbabwe,-19.0154,29.1549
2024-01-30,13:57:47,85.163.111.232,POST,/teams,200,Male,Netball,Yes,1,Poor,1738,South America,Argentina,-38.4161,-63.6167
2024-04-16,11:37:59,108.101.38.225,GET,/players,304,Female,Swimming,No,4,Excellent,2094,South America,Chile,-35.6751,-71.543
2024-03-01,10:43:29,116.229.177.208,POST,/about,200,Female,Tennis,No,1,Excellent,9035,Africa,Botswana,-22.3285,24.6849
2024-05-07,16:54:35,20.11.32.178,POST,/contact,404,Male,Swimming,No,5,Average,1760,Asia,Pakistan,30.3753,69.3451
2024-04-05,08:39:11,76.140.175.51,POST,/fixtures,304,Male,Netball,Yes,5,Good,961,Europe,Spain,40.4637,-3.7492
2024-01-18,15:17:31,150.123.217.68,GET,/fixtures,200,Male,Basketball,No,5,Good,759,Europe,Ukraine,48.3794,31.1656
2024-01-26,22:19:00,199.249.106.111,PUT,/players,404,Male,Tennis,Yes,1,Good,7919,Asia,India,20.5937,78.9629
2023-12-18,04:40:14,76.156.143.96,PUT,/about,200,Male,Swimming,No,4,Excellent,10840,Africa,Kenya,-0.0236,37.9062
2024-05-05,00:41:28,49.239.115.4,POST,/contact,404,Male,Baseball,Yes,1,Excellent,8288,Africa,Egypt,26.8206,30.8025
2024-04-25,12:50:03,83.206.155.172,GET,/home,304,Male,Football,Yes,5,Excellent,4621,Africa,Morocco,31.7917,7.0926
2024-03-30,14:36:26,49.85.203.10,POST,/teams,304,Female,Boxing,No,5,Poor,6588,Asia,Turkey,38.9637,35.2433
2024-05-16,01:33:37,39.172.27.195,GET,/players,304,Male,Tennis,Yes,4,Average,9764,North America,United States,37.0902,-95.7129
2024-01-19,15:06:24,38.183.32.35,POST,/shop,404,Male,Boxing,No,2,Good,3762,North America,Costa Rica,9.7489,-83.7534
2024-05-03,13:41:54,11.52.29.146,POST,/home,304,Male,Boxing,Yes,5,Good,10464,Europe,Belgium,50.5039,4.4699
2024-03-02,15:58:25,209.220.199.213,POST,/about,404,Male,Swimming,Yes,4,Excellent,5179,Asia,China,35.8617,104.1954
2024-02-04,06:19:19,85.51.136.62,GET,/contact,404,Female,Football,No,2,Excellent,11310,Asia,Indonesia,-0.7893,113.9213
2024-01-07,08:30:40,185.89.183.40,POST,/shop,404,Female,Swimming,No,3,Poor,5198,South America,Chile,-35.6751,-71.543
2024-04-04,00:22:41,82.255.216.75,PUT,/gallery,304,Male,Tennis,Yes,2,Good,2767,Asia,Vietnam,14.0583,108.2772
2024-04-26,05:47:52,187.237.174.105,GET,/players,404,Female,Netball,No,1,Excellent,7159,Europe,Netherlands,52.1326,5.2913
2023-12-31,11:53:08,47.214.134.76,PUT,/events,200,Female,Baseball,Yes,2,Average,10113,Asia,China,35.8617,104.1954
2023-11-21,14:26:48,88.171.84.134,POST,/teams,304,Female,Swimming,No,1,Poor,3894,Africa,Egypt,26.8206,30.8025
2024-03-23,17:57:44,24.251.29.251,POST,/teams,404,Female,Swimming,Yes,2,Good,4174,Europe,France,46.6034,1.8883
2023-12-28,18:39:29,117.214.230.240,GET,/teams,304,Female,Tennis,Yes,5,Excellent,9579,Africa,Nigeria,9.082,8.6753
2023-12-06,21:58:16,183.230.236.18,POST,/players,404,Male,Baseball,No,5,Excellent,7003,Africa,Botswana,-22.3285,24.6849
2023-11-24,08:41:19,101.101.212.249,GET,/about,200,Male,Boxing,Yes,3,Poor,7199,North America,Cuba,21.5218,-77.7812
2024-02-03,22:44:06,96.248.116.23,POST,/about,404,Male,Football,Yes,3,Excellent,9789,North America,Honduras,15.2,-86.2419
2024-05-05,12:30:32,13.150.204.141,POST,/teams,404,Male,Boxing,Yes,4,Excellent,6930,South America,Venezuela,6.4238,-66.5897
2024-01-19,18:11:14,215.160.230.85,POST,/tickets,404,Female,Tennis,Yes,3,Excellent,10319,Asia,Japan,36.2048,138.2529
2024-01-06,17:04:49,60.234.103.47,GET,/about,404,Male,Football,No,5,Poor,7700,North America,United States,37.0902,-95.7129
2024-03-29,07:23:41,186.92.236.204,GET,/home,304,Female,Boxing,No,2,Good,3872,Asia,Pakistan,30.3753,69.3451
2024-04-20,00:00:20,183.89.199.112,POST,/tickets,404,Male,Swimming,No,4,Average,4579,Europe,Belgium,50.5039,4.4699
2024-01-08,14:31:38,45.180.3.28,POST,/events,200,Male,Netball,No,5,Good,3565,South America,Paraguay,-23.4425,-58.4438
2023-12-11,05:24:14,136.116.10.121,POST,/news,200,Male,Netball,Yes,2,Good,5707,South America,Venezuela,6.4238,-66.5897
2024-04-18,07:15:18,133.62.46.197,PUT,/fixtures,404,Male,Netball,No,2,Excellent,3591,South America,Argentina,-38.4161,-63.6167
2023-12-04,04:04:19,177.69.27.50,POST,/fixtures,404,Female,Boxing,No,3,Good,7148,North America,Honduras,15.2,-86.2419
2024-02-18,03:23:42,171.134.16.234,PUT,/fanzone,304,Female,Basketball,Yes,2,Average,9152,Africa,Ghana,7.9465,-1.0232
2024-03-21,15:26:08,206.54.23.48,GET,/news,304,Male,Basketball,No,1,Poor,4534,North America,Canada,56.1304,-106.3468
2024-01-31,20:07:03,24.52.111.179,PUT,/tickets,304,Male,Football,Yes,3,Excellent,10380,Africa,Botswana,-22.3285,24.6849
2023-11-29,01:50:28,72.32.127.73,PUT,/events,304,Female,Tennis,No,5,Good,3742,Africa,Tanzania,-6.369,34.8888
2023-12-19,07:25:54,154.25.85.76,GET,/gallery,404,Female,Swimming,Yes,5,Poor,8683,Africa,Nigeria,9.082,8.6753
2023-12-09,20:38:51,17.7.255.145,GET,/fanzone,200,Male,Football,Yes,5,Poor,10711,Africa,Botswana,-22.3285,24.6849
2023-12-02,20:53:54,15.6.75.171,POST,/gallery,304,Female,Tennis,Yes,1,Excellent,2109,Asia,Pakistan,30.3753,69.3451
2024-04-14,21:14:10,199.42.178.221,PUT,/home,404,Male,Basketball,No,3,Good,3310,North America,Guatemala,15.7835,-90.2308
2023-12-24,22:00:52,168.168.104.31,PUT,/teams,200,Female,Tennis,No,1,Average,7681,Africa,Nigeria,9.082,8.6753
2024-02-06,15:59:18,137.235.203.161,PUT,/fixtures,404,Male,Baseball,No,2,Average,6777,Asia,Japan,36.2048,138.2529
2023-12-24,16:44:55,208.139.122.147,GET,/teams,200,Male,Boxing,No,3,Poor,8069,Asia,Turkey,38.9637,35.2433
2023-12-14,20:20:14,192.176.107.125,GET,/fanzone,404,Male,Netball,No,2,Poor,11006,South America,Venezuela,6.4238,-66.5897
2024-03-15,05:22:21,106.154.199.183,GET,/about,200,Female,Boxing,Yes,2,Excellent,1902,Europe,France,46.6034,1.8883
2024-04-25,12:30:01,216.155.130.90,POST,/players,404,Female,Tennis,No,1,Good,1976,South America,Uruguay,-32.5228,-55.7658
2024-04-05,09:31:08,40.194.240.183,GET,/shop,200,Male,Football,Yes,2,Excellent,3105,North America,Honduras,15.2,-86.2419
2024-03-17,06:02:54,118.141.246.240,POST,/about,200,Female,Boxing,No,4,Good,10012,Asia,Iran,32.4279,53.688
2023-12-30,18:04:30,117.131.25.49,PUT,/gallery,404,Female,Tennis,No,4,Excellent,10828,Asia,India,20.5937,78.9629
2024-01-13,12:27:56,90.142.134.111,GET,/players,404,Male,Netball,No,4,Average,650,Africa,Nigeria,9.082,8.6753
2023-12-06,23:53:35,143.96.124.132,POST,/tickets,404,Female,Boxing,No,1,Average,10990,Asia,China,35.8617,104.1954
2024-02-07,16:34:03,144.65.155.158,POST,/fanzone,304,Female,Netball,Yes,3,Excellent,11040,North America,Guatemala,15.7835,-90.2308
2024-03-16,04:03:24,9.48.204.39,PUT,/fixtures,404,Male,Netball,No,4,Good,10042,Europe,Italy,41.8719,12.5674
2024-04-24,09:15:38,107.122.36.116,GET,/contact,404,Female,Football,Yes,4,Poor,5585,North America,Dominican Republic,18.7357,-70.1627
2024-03-28,20:31:30,133.103.110.144,POST,/teams,404,Female,Tennis,No,2,Excellent,787,South America,Argentina,-38.4161,-63.6167
2024-03-19,13:11:35,208.22.99.100,POST,/fixtures,304,Female,Boxing,No,2,Good,7951,South America,Brazil,-14.235,-51.9253
2023-12-25,19:00:46,150.194.6.158,GET,/teams,200,Female,Boxing,Yes,3,Average,5168,Asia,Vietnam,14.0583,108.2772
2024-04-30,02:52:58,64.115.230.91,GET,/about,404,Male,Football,Yes,5,Average,1378,Europe,Germany,51.1657,10.4515
2024-05-11,04:55:29,131.206.210.151,POST,/fixtures,200,Female,Baseball,Yes,5,Poor,8055,Europe,Romania,45.9432,24.9668
2023-12-19,01:35:29,214.15.210.160,GET,/home,404,Male,Swimming,Yes,2,Excellent,8569,North America,Canada,56.1304,-106.3468
2024-02-17,10:56:42,126.143.223.254,POST,/about,200,Male,Basketball,No,2,Excellent,10488,Africa,Nigeria,9.082,8.6753
2023-11-22,04:49:40,52.246.191.34,PUT,/news,304,Female,Tennis,No,4,Good,2180,South America,Bolivia,-16.2902,-63.5887
2024-02-13,04:35:21,84.45.61.44,PUT,/news,404,Male,Baseball,No,1,Poor,1265,Africa,Morocco,31.7917,7.0926
2024-05-16,01:16:31,53.116.59.137,GET,/players,404,Female,Baseball,Yes,5,Good,6603,North America,Honduras,15.2,-86.2419
2024-03-24,08:37:28,41.155.118.131,PUT,/fanzone,200,Male,Basketball,No,4,Excellent,11105,North America,Costa Rica,9.7489,-83.7534
2024-03-21,21:09:28,124.99.196.201,POST,/events,304,Male,Boxing,No,4,Average,9588,Africa,Nigeria,9.082,8.6753
2024-02-07,20:36:37,21.202.52.217,GET,/events,304,Male,Tennis,No,4,Poor,4951,Europe,Italy,41.8719,12.5674
2024-01-08,23:37:26,205.47.98.199,PUT,/gallery,404,Female,Baseball,No,1,Average,660,North America,Panama,8.538,-80.7821
2024-04-09,10:49:02,47.202.235.204,PUT,/home,200,Male,Boxing,Yes,5,Poor,921,South America,Bolivia,-16.2902,-63.5887
2024-02-13,13:19:39,14.89.205.145,PUT,/teams,304,Female,Baseball,No,2,Excellent,9912,Europe,Belgium,50.5039,4.4699
2024-05-15,19:16:01,21.136.133.182,PUT,/fanzone,404,Male,Basketball,No,5,Average,1610,Asia,Turkey,38.9637,35.2433
2024-04-13,04:38:02,48.90.177.21,PUT,/contact,304,Male,Netball,No,1,Poor,8001,North America,United States,37.0902,-95.7129
2024-03-15,04:16:35,140.110.102.169,POST,/fanzone,304,Male,Tennis,Yes,2,Excellent,8611,South America,Venezuela,6.4238,-66.5897
2024-03-28,17:08:05,213.248.53.44,GET,/fanzone,404,Female,Swimming,Yes,4,Average,837,South America,Colombia,4.5709,-74.2973
2024-05-10,08:04:45,171.249.72.133,PUT,/about,404,Male,Football,Yes,1,Poor,9245,South America,Brazil,-14.235,-51.9253
2024-01-20,22:14:39,187.190.182.38,PUT,/players,200,Male,Boxing,Yes,3,Poor,5006,South America,Uruguay,-32.5228,-55.7658
2024-05-03,21:02:29,157.162.100.169,PUT,/home,304,Male,Netball,No,2,Good,11060,Europe,Ukraine,48.3794,31.1656
2024-03-21,09:54:11,80.70.176.106,POST,/teams,304,Female,Boxing,Yes,3,Poor,9551,Africa,Egypt,26.8206,30.8025
2024-02-20,17:14:18,210.61.97.191,PUT,/events,304,Female,Football,No,3,Good,2163,Africa,Egypt,26.8206,30.8025
2024-03-24,03:13:10,30.210.140.51,PUT,/fixtures,304,Female,Tennis,No,2,Good,7323,Europe,France,46.6034,1.8883
2023-11-21,08:43:49,28.85.128.7,GET,/fanzone,304,Male,Boxing,No,4,Excellent,3633,South America,Venezuela,6.4238,-66.5897
2024-02-06,14:48:43,50.91.59.66,PUT,/gallery,404,Female,Baseball,Yes,4,Excellent,3052,Asia,Iran,32.4279,53.688
2023-12-14,21:31:30,130.143.129.189,POST,/fixtures,404,Male,Basketball,Yes,2,Poor,7151,South America,Peru,-9.19,-75.0152
2023-11-18,13:47:35,168.167.93.118,GET,/fanzone,200,Female,Football,Yes,1,Good,8392,South America,Argentina,-38.4161,-63.6167
2023-12-15,14:06:01,10.57.102.37,GET,/news,304,Female,Boxing,Yes,5,Average,9667,South America,Ecuador,-1.8312,-78.1834
2023-11-29,00:57:37,134.126.1.191,POST,/fanzone,404,Female,Boxing,No,2,Average,8839,Europe,Poland,51.9194,19.1451
2024-04-23,11:32:46,205.215.89.121,PUT,/about,304,Male,Football,Yes,4,Good,8059,Asia,Indonesia,-0.7893,113.9213
2023-12-25,09:59:52,189.28.104.211,POST,/tickets,200,Female,Boxing,Yes,5,Excellent,2171,South America,Argentina,-38.4161,-63.6167
2024-01-16,14:52:39,207.68.151.171,PUT,/gallery,304,Female,Swimming,Yes,2,Good,3437,South America,Venezuela,6.4238,-66.5897
2023-12-10,14:54:17,73.215.242.52,PUT,/about,200,Male,Basketball,No,2,Average,9534,Asia,China,35.8617,104.1954
2024-02-16,06:22:57,205.104.0.5,GET,/fanzone,200,Male,Basketball,Yes,5,Poor,11028,South America,Paraguay,-23.4425,-58.4438
2023-12-29,15:42:17,191.77.199.96,GET,/fixtures,404,Female,Boxing,Yes,5,Average,11012,Europe,Romania,45.9432,24.9668
2024-04-21,09:56:49,190.223.69.3,GET,/fanzone,200,Male,Tennis,Yes,2,Average,7688,North America,Costa Rica,9.7489,-83.7534
2024-04-22,23:19:04,179.167.253.189,GET,/tickets,200,Male,Football,Yes,1,Good,2333,Asia,Japan,36.2048,138.2529
2024-03-01,11:12:30,179.217.221.205,GET,/contact,200,Female,Boxing,Yes,4,Average,11305,South America,Colombia,4.5709,-74.2973
2024-03-26,02:36:18,194.88.232.173,GET,/gallery,200,Male,Basketball,No,1,Excellent,1842,Africa,Egypt,26.8206,30.8025
2023-11-20,16:40:46,219.26.213.47,POST,/home,304,Female,Football,No,4,Poor,1123,Europe,Ukraine,48.3794,31.1656
2024-05-15,07:57:37,20.84.217.253,PUT,/about,304,Female,Baseball,No,5,Excellent,7088,Europe,United Kingdom,55.3781,-3.436
2024-03-28,00:08:30,10.31.253.146,PUT,/events,304,Male,Swimming,No,3,Poor,3956,Asia,Pakistan,30.3753,69.3451
2024-01-08,04:06:49,73.32.211.3,GET,/tickets,200,Male,Basketball,No,1,Poor,10508,Europe,France,46.6034,1.8883
2024-03-22,20:58:21,112.138.67.8,PUT,/contact,304,Male,Netball,No,3,Poor,3647,Africa,Kenya,-0.0236,37.9062
2024-01-22,04:14:39,65.0.192.202,PUT,/fixtures,200,Male,Tennis,Yes,5,Excellent,5513,Africa,Kenya,-0.0236,37.9062
2024-03-28,17:03:17,134.160.222.230,GET,/players,304,Female,Boxing,No,3,Poor,10692,South America,Bolivia,-16.2902,-63.5887
2024-04-14,00:26:41,138.35.45.115,PUT,/teams,404,Female,Swimming,Yes,3,Poor,3035,South America,Argentina,-38.4161,-63.6167
2024-02-02,14:55:28,114.146.7.46,POST,/contact,304,Female,Tennis,No,4,Good,2158,Asia,India,20.5937,78.9629
2024-03-02,17:09:29,71.24.41.202,PUT,/fixtures,404,Male,Swimming,No,1,Excellent,3529,South America,Argentina,-38.4161,-63.6167
2024-01-15,14:47:35,13.244.148.110,PUT,/players,404,Female,Football,Yes,3,Poor,3793,North America,Guatemala,15.7835,-90.2308
2024-03-07,03:51:02,65.27.43.4,POST,/events,200,Male,Football,Yes,3,Poor,3412,Asia,Japan,36.2048,138.2529
2024-05-13,01:28:33,105.67.164.174,PUT,/about,404,Female,Basketball,Yes,1,Average,11043,Asia,Iran,32.4279,53.688
2024-03-09,13:45:29,215.54.236.76,POST,/about,200,Male,Boxing,No,4,Poor,2313,Africa,Kenya,-0.0236,37.9062
2024-03-29,13:25:57,145.174.58.252,POST,/tickets,404,Male,Basketball,Yes,3,Average,11165,Asia,India,20.5937,78.9629
2023-12-08,22:31:19,47.29.234.113,PUT,/fanzone,200,Female,Boxing,No,3,Excellent,5126,Europe,Germany,51.1657,10.4515
2024-05-16,04:39:19,118.187.89.28,GET,/home,304,Male,Swimming,Yes,5,Excellent,6662,North America,Canada,56.1304,-106.3468
2024-04-26,17:08:47,61.101.136.2,GET,/players,304,Male,Basketball,No,1,Good,5444,South America,Uruguay,-32.5228,-55.7658
2024-02-10,08:42:17,183.112.145.63,POST,/contact,200,Male,Swimming,Yes,3,Excellent,6253,Asia,Bangladesh,23.685,90.3563
2024-05-14,17:17:53,44.5.28.154,PUT,/events,200,Male,Baseball,No,2,Poor,10448,North America,Canada,56.1304,-106.3468
2024-04-09,02:12:09,75.182.77.180,POST,/fanzone,404,Male,Basketball,No,1,Excellent,4893,North America,Honduras,15.2,-86.2419
2023-12-22,18:21:52,63.120.47.236,PUT,/events,404,Female,Swimming,Yes,2,Excellent,6233,Asia,China,35.8617,104.1954
